#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
捜査,そうさ,Investigation,iXWSmIpGrOmfm8sTa1PU
ざっと,ざっと,"Roughly, in round numbers",iXtmZ2ZF5WwJasAONN06
少々,しょうしょう,"a little, short time",iYPhTtPFw4k8To2OVcXM
隊,たい,"Party, troop",iZKOxyhL4rKUrslP3La8
貴重,きちょう,"Precious, Valuable",iZPUtl1e6Y9wopR4umsp
魚,うお,fish,iau4nFaSGjyyJl9AoGmv
なお,なお,"still, yet",ibg8LKWG4KoUTVIpuGzZ
学歴,がくれき,Academic background,igZwnKMp2PdWjuMvH4oZ
伝言,でんごん,Message,ikPK1Nv0A1E8tpoFpTna
借り,かり,"Borrowing, debt, loan",imcJkaRqls2CloT97aLN
汚染,おせん,"Pollution, contamination",isgrABrvIwMvIOwdM442
克服,こくふく,"Overcome, conquest",itAVIZybwc7be04eKf29
通す,とおす,"Let pass, overlook, continue",ivbidFv5tIhB5sJQBgia
感動,かんどう,deeply moved,ivlCYzblhX83xH6fHQbM
水準,すいじゅん,"level, standard",iw77N1ketzvqRLCf0RA6
表情,ひょうじょう,Facial expression,iy3FQR8mUN1cSRT2LXqG
馴らす,ならす,Tame,j1y26NigFBCmQ8tu30RE
酸化,さんか,Oxidation,j6GLeqDRkTfDy4QYv84T
生やす,はやす,grow,j9t3V4xRitTDmOcb438x
重視,じゅうし,"Emphasis, importance",j9yH74v3Hcqh4OdE9qzv
付き合い,つきあい,"socialization, friendship, association",jAEWK0wuusVBGRMJt9JA
抵抗,ていこう,"Resistance, opposition",jAGWhnoJY6wOyLhnGAW2
幸福,こうふく,"Happiness, blessedness",jAkKu0sfINbcY3inypdx
巻く,まく,"Wind, coil, roll",jAqkZORgDcTrYaOj75Li
クラシック,クラシック,Classic,jBL5ImIw5qIuDXeXXoU4
異,い,Difference,jCWFHlszK40VY5fLUaIs
ダンス,ダンス,Dance,jCg0ecUcedBtZsI4rZkL
範囲,はんい,"extent, scope, range",jElfg8TJStUw1yWh8iGR
芝居,しばい,"play, drama",jEq6i7VWcZ38aEbuZeRr
大人しい,おとなしい,"Obedient, docile, quiet",jFAnBb1U6xVflBtdxtil
殖やす,ふやす,Increase,jFTmH1Iz7cvRvVLUj31g
旧,きゅう,former,jG82ZWC2cyeOjzcDi1Td
国民,こくみん,"citizen, national, people",jH5tpca9G69ZBNocKgYJ
そして,そして,And then,jJ7KjbfzX3mWclCioRva
好み,このみ,"Liking, taste, choice",jNk0wudGNHOXsO8odxU8
福,ふく,Good fortune,jOngtJKtGHOVU681JiUH
進める,すすめる,"advance, promote, hasten",jPjcoxeDF03QWEAP3YUZ
食糧,しょくりょう,"Provisions, rations",jShtfF6eCOWyM2iimahg
度,たび,Time,jT3X17WbfhYJFGXlCWBV
直に,じかに,"Directly, immediately",jVQs1CMkpEuQjUtXON6q
徹夜,てつや,All-nighter,jVU02gJcr7vP5YK5ltbH
競技,きょうぎ,"Competition, match, contest",jWblIFZrVJnY4PoDJbAj
衆,しゅう,Masses,jWvUNHrPrGRvKmdE9ozV
抱える,かかえる,Hold or carry under or in the arms,jXlZVGHSQzuaSKL4zLrM
作曲,さっきょく,Composition,jYSIbGQ8hBqhkiXxgnOg
追う,おう,"Chase, run after",jZ0naHTNhJXngczCC4Xa
加味,かみ,"Seasoning, flavoring",jcdU04WS1D2ymd6rSxse
発行,はっこう,issue,jgHjfpAPtIhsNV3PDnGJ
広める,ひろめる,"Broaden, propagate",jgUgYoAEV4bxNqD0mET5
刺さる,ささる,"Stick, be stuck",jhpBaiN4v2ywpFc9Y2ZG
調子,ちょうし,"Condition, state, tune, tone",jigzxzYhCqHhZE5na1Ag
目標,もくひょう,"Goal, Target, Objective",jp6VG6LzEq94fNr4GNqh
議員,ぎいん,Member of parliament,jq1r348Z2V8gibxJRg71
グランド,グランド,"gland, grand, ground",jqBRy45SM1CDdcgYUxRb
新鮮,しんせん,fresh,js8QLRAbnuyLAX20c9fw
地平線,ちへいせん,horizon,jt3nPU9x4bEqDq9X5epl
恐らく,おそらく,"Perhaps, probably",jt9NAkFKoDwVPBSKyYym
沿う,そう,"run along, follow",jyDkZIj1pL6hxd5EUfvK
離れる,はなれる,"Separate, part from",jzMQ5m3oV5hi4Vmslmp9
売れる,うれる,to be sold,k0jaChLrZbOymKXLIZqh
うがい,うがい,Gargling,k55hXU1Irsvlgy9G2ChB
昇る,のぼる,"Ascend, rise",k5qS1SFakNEDDLRcKKUe
案,あん,"Plan, scheme, proposal",k74cVFy1WR9z2d4CV0x3
増やす,ふやす,"Increase, add to",k77M7vofX2GCMLG0OpC9
アイスクリーム,アイスクリーム,Ice cream,k8B2ToDkrwnWVVh45s5l
吠える,ほえる,"Bark, Howl",k8V4rhFhrZYaD8MkmRF3
助手,じょしゅ,Assistant,k8z10grzOd4hk8jfbXF8
ヨット,ヨット,Yacht,k9azGet9PYcJOyLumcdw
通貨,つうか,Currency,k9rF62LPVZKPPISd4gPT
責任,せきにん,"Responsibility, duty",kC6hhlc7uv1WP7YvMHhd
土地,とち,"plot of land, lot, soil",kCF79ewYuWHripUBFgzy
博士,はかせ,"Doctorate, PhD, doctor",kCMO5tewlvXx0P0MUo8w
正体,しょうたい,"true colors, true character",kGmzF3sPHXFVHwnS1GdQ
心臓,しんぞう,heart,kRPgnz5n0kayKIhOKq7t
上司,じょうし,Superior,kYcU9Pd0RRjrf5dmVElq
尊重,そんちょう,"Respect, esteem, regard",kcTYSFMyzJ0rYxShSeDV
変化,へんか,"change, variation, shift",kcqaB53mLiXaHLjVxJz2
解決,かいけつ,"Solution, settlement, resolution",kdkZRbArbbnUk2Y2W7Ug
賭ける,かける,"bet, risk, gamble",kfXltvmTwBqecslvFsHc
劇場,げきじょう,Theater,kfd7aZQfXzYmKL6aXsHO
無料,むりょう,Free,kheuyKZTKHNSlpCf3IeD
臭い,くさい,Smelly,kiHi3JMjpxDQPKbJSdZO
理想,りそう,Ideal,kkg2H4KxtKshVq4JBxtT
道徳,どうとく,Morals,kpIsRE5fOb5dIMkJ4NyW
かゆい,かゆい,Itchy,kr7uhVoCLJWxG4XhrWuR
居間,いま,Living room,ktgoVZqf4O7NVNFbZeHb
揃える,そろえる,"Arrange, order",kvPgkWDBMAPbbOnvIhr5
少女,しょうじょ,Young girl,kwvl3GDaHzmF6TVTfpjD
活気,かっき,"Vigor, liveliness, vitality, energy",kzRnjJA3FM7GhZ3HuusO
独り,ひとり,"Alone, unmarried",l1QZ9QyW3gS2ZRe5QAHz
毛布,もうふ,Blanket,l29j4wInMeEjwSdSf6za
いずれ,いずれ,"either, which, who",l3D5hq2w3OBgk6QdC9gZ
桜,さくら,Cherry blossom,l3slUVz5QpFN6bwl051x
周囲,しゅうい,"Surroundings, circumference, environs",l3wULjHZHUOjIlaI3l19
省略,しょうりゃく,"Omission, abbreviation, abridgment",lC1LjSOxDUO3O4qQzO8W
詩,し,Poem,lG2Scv2gGVUEOlK6AJ0Y
題,だい,"Title, Subject, Theme",lG8lwzeiFMplg8YR0tjO
表,ひょう,"surface, front, outside",lGG3RySNqZxd6FDdZzDP
国語,こくご,National language,lH5MNrE7t6bHdjhJSOcr
酌む,くむ,Serve sake,lJZG4zQm3O6gAHMdFJwJ
エンジン,エンジン,engine,lK3NYKqXK3vm2nStn9Wk
冷ます,さます,Cool,lKCK1lyiPhsNYAaepO7s
つまり,つまり,"In short, namely, in other words",lN5tFsFYNFLBdgrO80Us
陸,りく,"Land, shore",lRST3EC8FH2UejyAyQXj
勢い,いきおい,"Force, vigor, momentum",lTfA7D0j28LEIY9CYML7
刷る,する,Print,lUVxOp5ZH8TisbZ8t9w5
生理,せいり,"physiology, menses",lXgDSyMuFV9zQbBZnE93
強調,きょうちょう,"Emphasis, stress",lZ3iCxaFXF08oE1vd0lR
散る,ちる,"scatter, fall",laKnnN2G0lKFzXDWPTmY
機関,きかん,"Engine, institution, organization",lca4WUcR28pVKzl3eyFI
農業,のうぎょう,agriculture,ld43gOfHIia2xAhyiE1d
パス,パス,"path, pass",lh2MOdV3VHNfbA7ru3Qn
離婚,りこん,Divorce,liOjKmkI55VpzMdqCmjR
駐車,ちゅうしゃ,Parking,liz3Guc6XYfVdklEuxIF
保障,ほしょう,"Guarantee, Security, Warranty",lmPCNa7izLKZNHbfuU5q
礼儀,れいぎ,"manners, courtesy, etiquette",loYOQOTScQ72WQ9M9aqE
全員,ぜんいん,All members,lpc3dKiZNnfsxc70FvqR
主婦,しゅふ,housewife,ludvQeRHTqCmXruemaUi
嫁,よめ,"bride, daughter-in-law",lyMovEc39MUsXb6o6U7e
対象,たいしょう,"target, object, subject",lyj9fgj1soywp96ozi9O
生年月日,せいねんがっぴ,Date of birth,lyt68BFEfJsi3JPoPgDY
当たる,あたる,"be hithɪt/, be successfulsəkˈsɛsfʊl/",lywfJKJPkOGJq0XH9sv0
髪の毛,かみのけ,Hair of the head,m1RmmTDhwZL87QqeIZ1e
生,なま,Birth,m4lYIjtUsHBJ0GIfz0VW
内容,ないよう,"Contents, subject, detail",m54Z6R3GHJJjfmfEnQuR
覗く,のぞく,peek in,m84DzCTq1h4oUpP4waBd
説,せつ,Theory,mCqPiZAdtvBlD1kVaQTO
命,いのち,life,mCsFcC0hij5HOO6q04sB
気に入る,きにいる,"to like, to be pleased",mFQHpM7QY7FEL4hNTKNo
見舞い,みまい,"Expression of sympathy, expression of concern",mHEl8xDt28BJgJ4LZBPE
人込み,ひとごみ,Crowd of people,mISgcPYQvivsrvbMn8Py
意地,いじ,"Disposition, spirit, obstinacy, appetite",mJNo9jwDv4rscPMHGYZx
党,とう,Party,mNZ1dn4cCpCmfHbVrEtI
相,そう,"Aspect, phase, countenance",mOIFlwkllAxpSxXE7a84
解ける,ほどける,"come untied, come apart",mX6LmdcPYyOWp8xXSDIT
食卓,しょくたく,Dining table,mYNQuIAtceJvafUUZZNt
常識,じょうしき,Common sense,mbJiwNlIKI9RtG7aJuHV
マイク,マイク,Microphone,mbeRnUXkVnttdjjyzO15
両替,りょうがえ,Exchange,mfKyZSK0JucCh2AZbd3v
運,うん,"Fortune, Luck",mfmhLQnr4F3hugWXrYU3
身長,しんちょう,Stature,mgUSdIJNrl7vpER9P248
奥,おく,"Interior, inner part",mhobhqfFPYWBUPvcDwkk
年間,ねんかん,Annual,mj2xVsqvXPEzFtAMb4bS
収める,おさめる,"Store, pay, supply",mjEMGcjSD5JiLn0Sl6j4
男の人,おとこのひと,Man,mjhdPWLQogbueeCTbkdX
良い,よい,Good,mlTMQ5E9NslHVgp6dKs3
偉大,いだい,Greatness,moGhEPNyJ1DU3IrAaNXY
しかも,しかも,"moreover, furthermore, besides, plus",moQAwaN0LBmgzxOGW8PW
しゃべる,しゃべる,"talk, chat, chatter",moR8J09IoCMZLSW8loU3
どうしても,どうしても,"At any cost, no matter what",mun45jU7S8MRgNStBs3C
意識,いしき,Consciousness,mvQqS9r9Lh9r1ctgXInO
絶滅,ぜつめつ,extinction,mw5Tjh5mM2V05apdEg6B
会員,かいいん,Member,mzQImEmqmjynw9QPnArB
上京,じょうきょう,Proceeding to the capital,n0Bsfe1ZAsYXC08KuzQN
観光,かんこう,Sightseeing,n0VfXUttRxY5TeEzLXEW
組む,くむ,assemble,n2xqckxkAdmxK6AhXMqI
呼吸,こきゅう,"breath, respiration",n4DG8sdxr7X4H2LVUtFS
正式,せいしき,"official, formal",n4YDWMISUpuHXu1oZBTY
苦しい,くるしい,"Painful, arduous",n60M7Cbl148MydJxqFfK
得る,える,"get, gain, win, learn",n6ILg5tbpibhefLQm7k6
診察,しんさつ,Medical examination,n6ZMXAaohTfEGqttq1U6
誇り,ほこり,Pride,n7AiJfSKsWdCrTaB9jwm
降ろす,おろす,"Take down, launch, drop",n8Yb2rSBPonNEUQBYr2L
豊富,ほうふ,"Abundance, plenty",n93FBnAgksQ5SzNCAoBa
相続,そうぞく,"succession, inheritance",nGIR75YnSAaeH54lFpDy
同一,どういつ,"Identity, sameness, similarity",nI4UR1qnpinzKJnp5Id7
要点,ようてん,"Gist, Main point",nIZeJh1Xgcj9HFDF1Ssn
作,さく,"Work, harvest",nNfP7C47pjyBNgSWqTaZ
到着,とうちゃく,Arrival,nO0lUi0VUS1yG9BXaVeL
広告,こうこく,Advertisement,nPn0n8uounbDEYX2R9z6
独特,どくとく,"Peculiarity, uniqueness, characteristic",nRTlD0vEwJq8ld2tagSu
驚き,おどろき,"Surprise, astonishment, wonder",nRxkeuU9bUlzdzgR55a9
載る,のる,"to appear, to be recorded",nTeLYrfL9wY7YGbysOqq
校舎,こうしゃ,School building,nU60FHKmqVdcJqiYVq5o
絵画,かいが,Painting,nVNmwGuLmGSniyO7vPmZ
パイロット,パイロット,Pilot,nWp9vpuQBiWjmRHZoBP9
かもしれない,かもしれない,"maybe, perhaps",nYcqK5VUE70Adq6xnpNU
相変わらず,あいかわらず,As usual,nciE949simRdt3pHsiTY
映る,うつる,"be reflected, come out",ncyuQmHQo2OkU1dTHlVp
プロ,プロ,Professional,ne5g7vCeHnxQZpYic0ov
夜明け,よあけ,"Dawn, daybreak",ngzL1Bat6vg5ENe6NpIN
宅,たく,"House, home",njXNUWuYVGeWqqlmdg6v
事実,じじつ,"Fact, Truth, Reality",nkmI2LGk8iLAOlUAaIBu
怠ける,なまける,"be idle, neglect",nnoL2LtOpbFM0Vogh1t2
地方,ちほう,"Area, locality, region",nooRwu32pfD237oq1ICx
恋,こい,Love,ns3ERbcr0XPjd1DNJs0a
添う,そう,"accompany, comply with",nuPx1514qawSEBizEloN
列,れつ,"Queue, line, row",o2fV0B1GrqloBhwYwPhZ
知識,ちしき,Knowledge,o5O5jCqgLXOYzj91b0K7
余分,よぶん,"Extra, excess, surplus",o9wgowPTUg4ViZIDoZ1g
姿,すがた,"figure, shape, appearance",oBq22yLmpdij1CNzEROJ
批判,ひはん,Criticism,oCeEctubHSRmjUr85KbJ
計,けい,"Plan, sum, total",oDYR14WFZukTHoci3C5P
互い,たがい,"Mutual, each other",oG0RGAodnSP3F6NsE4A7
咥える,くわえる,hold in the mouth,oIKSVzWixWpmZ3XlRenJ
積極的,せっきょくてき,"positive, active, proactive",oILgAstD9p8rZcWXpaHE
増す,ます,"Increase, gain",oKn00R5wcYejHfW8Lbq9
依然,いぜん,still,oL35arlGpYy6AHBHbcDb
重要,じゅうよう,"Important, essential",oOzCYHHZbpTRkuPP5XNu
菌,きん,"Germ, bacterium",oQuTbnIzu8meJv5NPdkl
貝,かい,Shell,oQyhJLi9gG3XpjDnSjC6
巨大,きょだい,"Huge, gigantic, enormous",oW6XFY56I59PUjE3K4nK
外出,がいしゅつ,"Outing, going out",oX0Hn9qAkIck85WK29Gj
掲示,けいじ,Notice,oa6Bch7S1XSOkkhml3XY
当たり前,あたりまえ,Common sense,od40OhwEIq50U0nKiO8N
以来,いらい,"Since, henceforth",ofwJXLl65b5G7ZIaHmhd
配達,はいたつ,"delivery, distribution",ogMbItTzx0nGnpWI50sz
たとえ,たとえ,"even if, no matter, though",ohYcWXc0VKRCAl3h3IK3
官僚,かんりょう,bureaucrat,ojMnZ4AEZrGlnxQ5EfsI
武器,ぶき,"weapon, arms",olJrGXFMA0ZEEFPjwLLm
尾,お,"tail, ridge",opENjor1BYNJqxGRI9uX
帰す,かえす,send back,opMo2z8RGx2vUBX00oh3
批評,ひひょう,"criticism, review, commentary",oqNguKtPO31qTupP01py
信頼,しんらい,"Trust, reliance, confidence",ouyVk7xP2DcwBDxXIvHb
迎え,むかえ,Pickup,ovXo11divINQnRdSZSc0
肩,かた,Shoulder,oxBbysPkcRLVOMESygQj
紐,ひも,"String, cord",oxorxo92eETWP6gq69Lf
読み,よみ,Reading,p17Evo1rzaohYuNnFDK6
位,くらい,"Rank, grade, about",p1UjeRTaKJ42oKkXMHN3
腰,こし,"waist, hip",p1qLBqwdgwUnrfzoPiiz
委員,いいん,committee member,p1xkch2ipd8TwNGG5NG8
センター,センター,Center,p2zBnCA4J35yZ0g3lIu7
違い,ちがい,"difference, discrepancy",p3Rqp9WhNAYTu0ucYVoy
数える,かぞえる,Count,p77SgPp5orDlM3BfBWcq
更に,さらに,"Furthermore, moreover",p7Foauet6SThAbmBCdxR
小包,こづつみ,"parcel, package",p8SMhFvlsIvbgeZRy96Q
事件,じけん,"incident, affair, event",p96n8p9blSshOXUfkJIZ
教え,おしえ,"Teachings, doctrine",p9IbH0JkRkZrFajL1pTp
操作,そうさ,"operation, management, processing",pFUcmfOh423kB2kBf65A
居眠り,いねむり,dozing off,pKKKYBVxxWfzjs2O0YbX
設計,せっけい,design,pL6ihNmpojHMv6xWmboe
アンケート,アンケート,"Questionnaire, Survey",pLLAjNan8eDWZvBe6rbw
演説,えんぜつ,"Speech, Address",pNv4V9cJIF5emVSKbxqY
宗教,しゅうきょう,religion,pOWbmOPIw8IPJnmL6rOX
末,まつ,"End, powder",pOYcvL9hR9pupeeQu59l
見送り,みおくり,Seeing off,pOiy9dH2szB3mxIvTmfK
採集,さいしゅう,"collecting, gathering",pOkVdDF4Wcm5hQyx6KAB
よろしく (かん),よろしく (かん),Best regards,pUY7gxBAyeK9vMFfNvMb
書類,しょるい,Documents,pVUgHH4TxeMQgdL8cQ2W
婦人,ふじん,Woman,pWNiBGOVmbSrfjBLMFZC
国境,こっきょう,National border,paMbYS4QGX8qmMOy3j36
情報,じょうほう,"information, intelligence",peZxHLteK55lKvA7kcYf
基本,きほん,"Basic, basis",pfJk0mvMZyrgwO7x9BFp
件,けん,"matter, case, item",pi52i9cb4XDUDBTsoqPK
神経,しんけい,"nerve, sensitivity",piVkLQ7c5s2UMLJR4FNx
一度に,いちどに,All at once,ppM3eYnyn0l2FmvTEpBV
差,さ,Difference,pvyrlo8A7JLWg828WHQu
楽,らく,"Comfort, Ease",pwKtnudQ2pNfBIUhJceb
権利,けんり,"Right, privilege",pxrgohqILPWDR7dspcJR
新興,しんこう,"Emerging, rising",pxtjiTGW4B0xHZ4D26yY
後者,こうしゃ,the latter,pxwSgnr1u7UHLOgDXCR0
多少,たしょう,A little,q0GwcZMzSsvBfRNkmOx3
報告,ほうこく,Report,q2M8lRyynrmnFh97lKPK
図,ず,"Figure, drawing, illustration",q5DdMATWR2HDRplM04HG
煙,けむり,smoke,q9YHFP39XDX9iGN91Qem
科目,かもく,Subject,qINfbwHDWwxdu8TnH1UX
観客,かんきゃく,"audience, spectator(s)",qL5aH6UJXyp0JrbI9NRb
積もる,つもる,pile up,qQKumXDfpyhPz9rI3jTY
達する,たっする,reach,qSD9WYaEGH60FpJB1iSa
挑戦,ちょうせん,"challenge, defiance",qSpSgIbPp4WEFBw5rETX
大,だい,"Big, Great",qTwGLonDuYH3ANllZuRX
野,の,Field,qXbY4ov7igbwnoxI8y1u
谷,たに,Valley,qZ9i72rAe6m92mjCjlks
句,く,phrase,qeIYHh6MNjT4fb4UjsTa
診る,みる,examine,qeb01bJ8t0rtuAeOWCUH
卸す,おろす,"Wholesale, Grate",qfJHMSVMGwbfvlj7ntQj
芽,め,Sprout,qgkjHHiDuU2yFsx7Gj6j
塵,ちり,"Dust, garbage",qiNINjFXTFgu9RkTXnre
都市,とし,City,qkT5OLo39JeztbNTrHPs
好む,このむ,"Like, prefer",qmbtybRyA449ULj6IMxe
訪問,ほうもん,"visit, call",qoobO9hZTV4aGWnoxAce
歓声,かんせい,"Cheer, shout of joy",qqTn35qlzmPrIYzzRsUa
岸,きし,"shore, bank, coast",qrFSf4un1yErOwLgaORS
眺め,ながめ,"View, prospect, outlook",qsskrRMkXNJBxz9r4JSD
と,と,and,qwfFnsO5CySmMIe4rHoX
寧ろ,むしろ,Rather,r6J3Q3z5rqNVnqX637XV
禁煙,きんえん,No Smoking,r7M3gyXfVFEwDrYoO63a
格,かく,"Status, character, case",rAHj7AWo4J84RNctRh3x
深める,ふかめる,deepen,rDQ9X9uFCpH4tzDabYQq
具える,そなえる,Equip with,rDfwr7fMQJKFoGERFDip
役,やく,"Role, position",rDlekJIomeEV1uRUWXG9
繋げる,つなげる,Connect,rEofchufqWvp0CvLLThq
擦る,かする,"rub, chafe",rIA0Czl8slPu4xuM4Q1R
残す,のこす,"leave, save, reserve",rKTexSPM8gp7mc77EZSo
宣伝,せんでん,"advertisement, publicity",rKm0YyLWclBTrSATzqK2
連れ,つれ,"Companion, company",rNLvMhqUlO6qoCKUauoJ
図書,としょ,Books,rSIlStdPcydxlpogcPri
挙げる,あげる,"Raise, List, Cite",rSXQtwzDTDplmpKoqbDX
間隔,かんかく,"Interval, space",rTaJWtldnWiZdPGhqx3k
装置,そうち,"device, equipment, apparatus",rVIs13jHUpfIWpA9EZUR
盾,たて,Shield,rWYtbvS75VAatr8AJIvJ
筆,ふで,Writing brush,rcwP8AFOunT9xNkzQd8w
鐘,かね,Bell,rdBmXWxSDNQUu90uVHqa
悲しむ,かなしむ,"to be sad, to mourn for, to regret",rf1ejKATvoaLqctCrxSQ
理解,りかい,"Understanding, comprehension",rfoxRh2JaOyszdpeHEZs
ソファー,ソファー,Sofa,rgZ1Tugh94DNPGG6AcCb
話題,わだい,"Topic, Subject",ri0EVLzA6YU6U6fL0UMi
体温,たいおん,Body temperature,rijpECUrwYILCX47tv1F
温める,あたためる,"warm up, heat up",rlEVzrsOQeVyS2P9mKQB
混ざる,まざる,"to be mixed, to mingle with",rm32v4a0p6GDHYKpdJ6F
保護,ほご,"Protection, care, shelter",rmtcKToZPGT8H1UIndxv
期限,きげん,"deadline, term",rnJRpNXhWnAYSOlG78g5
面倒,めんどう,"Trouble, attention",ruOWQgZYLaH63aV3fsqY
異動,いどう,Transfer,rvmjDh4n01YH1Xbob61D
誕生,たんじょう,Birth,rza8hxoS73oQ9HgBB1Nf
記念,きねん,"commemoration, memory",s0QWHqDNxGSTTrh0NuYO
記憶,きおく,"Memory, recollection, remembrance",s5NwZ7arWqFTGAWcHCRq
辺り,あたり,"Vicinity, nearby",s5fCenNzRzO3CjqM2m2l
変更,へんこう,"Change, modification, alteration",s6nK7ysgMgNOEQEp90a0
賢い,かしこい,"wise, clever, smart",s7kEXZiC7Y8ba3J3AT3P
設備,せつび,"Equipment, facilities",sAlYU8H9BbLasg2xXXSf
症状,しょうじょう,Symptoms,sB7G1neBC9Dh4q2fQ158
製造,せいぞう,"Manufacture, production",sFZqfB1bg76bjAHbNkIN
効果,こうか,"Effect, result",sG77Z5gaXiHJtUg4jzvI
決まり,きまり,"settlement, conclusion, rule",sIP5gBN6Ybim70nA39GX
防ぐ,ふせぐ,"prevent, defend against, protect",sJeOtRlzslfJ52k1FU25
意外,いがい,"Unexpected, surprising",sLCXwCBG3pE28vqPS7Kf
享受,きょうじゅ,"Enjoyment, being given",sMQK548p8JxXqbWC0IYx
年代,ねんだい,"Age, Era, Period",sMXpBjMj6FzXVo4b3MSx
合計,ごうけい,Sum total,sOqLukAfgMGhXTI5ToQj
軍隊,ぐんたい,"Army, troops",sQeShdi8p9NDvER47sZj
ずれる,ずれる,"deviate, off point",sTtO2XiFMjf19Bdyt5Yb
続き,つづき,"sequel, continuation",sUbqBPZZ27QrQ9LzZWaw
それぞれ,それぞれ,"each, every, respectively",sVgAz34WjwdYtszfenwN
共同,きょうどう,"cooperation, association, collaboration",sXLEbzEBjEXsY90JEnre
迷子,まいご,lost child,scyH5Scv2emwzYHcamHN
節,せつ,"tune, tone, knob",sjUvKbDqgGx2RJGggdIY
後輩,こうはい,Junior member,skc1XYDZHPmcLDY6C0ej
非行,ひこう,"delinquency, misconduct",suw9qUnjdEMYQBewmAu6
コンテスト,コンテスト,Contest,svx60Uh5OFWfwQXgUgQF
誤り,あやまり,Error,swBdSHGD9f4aB5jaY9o0
梅雨,ばいう,Rainy season,t3Pr7r6tvTZjs0DJLnQM
速度,そくど,"speed, velocity, rate",t4owuohfrzrXNDirtPrr
にっこり,にっこり,Smile sweetly,t4r8qk86iteZNbweP3Mw
玉,たま,"Ball, sphere, coin",t6MYd3xw3pYyy4jKP6JM
自身,じしん,oneself,t8A7q6RHgBdg8pHZKLk9
幕,まく,"Curtain, Act",tAblYdIyziSuY4Bnfqi0
荒廃,こうはい,ruin,tDfsNkuSbm70PuUiTIFT
菓子,かし,"Confectionery, sweet",tIPbaQkibbvozkZ7VS9S
供,とも,"Attendant, companion, retinue",tNe0HTDnCQal9MRpS5JD
文明,ぶんめい,Civilization,tPnPYvYswPw0DMbmLptD
繋がる,つながる,"to be connected to, to be related to",tTQwXU8SU14IqdN5ote3
畳む,たたむ,Fold,tXOXuR227eA2htxs3HaS
程度,ていど,"Degree, amount, level",tYExsYAOuePe78jaiAni
騒ぎ,さわぎ,"uproar, disturbance",taF4BAFxFoUi9NTAbLTa
音,ね,"Sound, Note",taKbuzPowuYPFBvY5JCR
違いない,ちがいない,"Sure, no mistaking it, for certain",tbB8UtnmGB1BT11jexyy
破れる,やぶれる,"Tear, wear out",tcQf4bkrRoaf4Br4mEBo
不利,ふり,"disadvantage, drawback",tdD9I68OorkJ67Lq4TZp
できれば,できれば,If possible...,tgtYgNRJzxaimWeHqmqV
付く,つく,"to adjoin, to be attached, to adhere",thB5JdTHO795RcarcyMM
不足,ふそく,"insufficiency, shortage",tmnlfgNTb9TzPkeEHTvx
お昼,おひる,"Lunch, noon",tnHAyh4i9qthlMbm4j7R
たまらない,たまらない,"Intolerable, unbearable, unendurable",tp7P93bBDcDlJxOTpWlE
破産,はさん,Bankruptcy,trJGcCzYQc5xFlKei4JG
生長,せいちょう,growth,twaQNLlKCfRMOPwvUmnd
歌謡,かよう,Ballad,tzKqnkvMn2gTTJ9fcHBm
ミス,ミス,"Mistake, error, failure, Miss",u3Fgd95xxWqilCYIEVcc
罰する,ばっする,"punish, penalize",u98fcyULnSybeVXgWS98
守る,まもる,"protect, abide (by the rules)",u9ncfzZDlEcLwZdobS7d
物質,ぶっしつ,"Substance, Material",uB8ROIuc949vT1NWRXwb
発達,はったつ,"development, growth",uDyDLpif9itYttsKbJIk
衣服,いふく,Clothes,uEZPgurZ1Fugg8Fw8F5a
抜く,ぬく,"extract, omit, unplug",uFELYuu64CTawC77Z3j5
広まる,ひろまる,Spread,uFsJ9CNIAMYNW4vH7bMJ
週,しゅう,Week,uG5Hm82L3UIGMdNqpVMm
感じる,かんじる,"feel, sense",uHLq1i4uf97akQbSSQaa
蒸す,ふす,"steam, poultice, be sultry",uI5u8ZKzZbwtp1p9j4TF
大統領,だいとうりょう,President,uJVGOIXFOep8tHhXAPKt
申し訳,もうしわけ,"Apology, excuse",uKKHVxrs1R1QO74MC9qQ
トップ,トップ,Top,uM0p6jDwihYWUOCcVXMB
狂う,くるう,"go mad, get out of order",uPLRfBIMJCgVRjHMrzVi
地域,ちいき,"area, region",uQGqWfE0VjDo3n3MwzmF
不,ぶ,"not, non-, un-",uRCJioXmKxUqyVWvlImt
課,か,Division,uTme1FAJrEYXA96g8HEn
椀,わん,Bowl,uUKY07WBngsDfSaQZlD1
被害,ひがい,damage,uVFR67TBUfmQBJ3DJxjM
カー,カー,Car,uWdZd5ZZ49cjuTJS5PKv
新た,あらた,"New, fresh",uZcLr6SnIBvcp2gTjeje
警告,けいこく,Warning,uaABIX0265C7gqr2V2y0
名,な,"Name, Reputation",uaGLWIydaMNu3NVmTD9F
一人一人,ひとりひとり,"Each person, one by one",ubE5A8auYlou9LTAtJa3
活用,かつよう,"conjugation, practical use",ubKcjvhGtrHx0OYDcDni
遅刻,ちこく,"Lateness, late coming",ud4g2uBvvyjddccT52hp
値,あたい,"Value, price, cost",udMdOGcPvrOCk2eiDVSj
精巧,せいこう,"elaborate, delicate, exquisite",ueD8BFMrItznnsKSdGBA
現実,げんじつ,Reality,ufR9nHQMzp1ABz5buEl1
革,かわ,Leather,uhU987FtTkRHqqqGGx8W
