#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
鞠,まり,Ball,X9YM70XZQeCRmxLPYybf
ヒント,ヒント,Hint,XAQBLNfgFzKLuggbMCde
無茶,むちゃ,"Absurd, unreasonable",XBUUjYksnuQCR76d8FKU
ずらっと,ずらっと,In a row,XD40RqBPvg3WcwNPYW4k
再建,さいけん,Rebuilding,XDsMe2Wkkwq3tRm7BZWV
受かる,うかる,pass,XFUN8Oufm5HvW8Z2gKTO
カムバック,カムバック,Comeback,XG2apiK4cRYEYA9bccJ9
山脈,さんみゃく,Mountain range,XI7JYx1jeregbFwpikuc
林業,りんぎょう,Forestry,XJBQ07b6OWEdIAqZG5as
脱出,だっしゅつ,Escape,XJTSZYxUxQtvwXkDX6yM
突っ張る,つっぱる,"Support, become stiff; thrust, stick to, insist on",XL4MpmtA1OyOEZ27sWg8
モニター,モニター,Monitor,XN9rJn8DMqvjqMRN0knS
貫禄,かんろく,"Presence, dignity",XNpW2Nd3XWFsyavD3Oht
獲得,かくとく,"Acquisition, possession",XPPvhd4nIag5JEQOZfCs
手遅れ,ておくれ,Too late,XQLTK2hapF79mY6N8WRk
動的,どうてき,dynamic,XQfhlzONSWpptR3CcjbM
有する,ゆうする,"possess, have",XT2G63wswhTds537BKUp
張り紙,はりがみ,"Notice, poster",XVWuPoXl5IYeiSh7zYgI
他動詞,たどうし,transitive verb,XYzbEPDQCRo3CVTTgA7H
暗算,あんざん,Mental arithmetic,XZA6NfWwCTpXvfgmspdp
華やか,はなやか,"brilliant, gorgeous, florid",XZVp0jl7nbY9za7hJjkR
手元,てもと,"On hand, or at home.",XcdC9kAXYTy3qeyvdemi
優位,ゆうい,"predominance, ascendancy, superiority",XfTHzw3ob1WVRX0O6kZ7
司法,しほう,Judiciary,XfTkJDA3sarU0i65PIZY
神聖,しんせい,"Holiness, Sacredness, Dignity",Xgiq2CWTV8NAVcsdscGg
ワット,ワット,Watt,Xh6JR30XTOn1KwLFLoLO
災害,さいがい,Disaster,XiIxPHamprJpwliTOPyA
横綱,よこづな,Yokozuna,XiQLiR2dl9RMBYPTijFG
内緒,ないしょ,Secret,Xji0KvRmwHU0OHE1tjpi
雫,しずく,Drop,Xm5llYiefqRlGKhRXd8w
意欲,いよく,"will, desire, ambition",XmYZRxl07C83FBmf4Idq
超,ちょう,super,XoE2j4sS4zHgDs9ZK6Qy
改革,かいかく,Reform,Xq9fBcGLpHRDaFPakzsY
直面,ちょくめん,Confrontation,XrB1Sqda909uky5r4iNV
前例,ぜんれい,precedent,XrmZf8BZphPNPiW5XvQ8
禁物,きんもつ,Taboo,XspzVtESYeYR2JZhuSBF
自転,じてん,Rotation,XvQ8Y8s9af1alFjYIIxw
営む,いとなむ,"carry on, run a business",XvVIFeHb1lz06olg4Kan
肝心,かんじん,"essential, fundamental, crucial",XvswmWPXL93oNB2gusWs
伴う,ともなう,"Accompany, bring with",XvuPP9ZCRJ18wWceatW5
案の定,あんのじょう,Sure enough,XwKjpONaE6SmQDAXUJKQ
制服,せいふく,uniform,XwdT1olP52z24GjJpxW1
地獄,じごく,Hell,XxVlf5wxtXEickp7RTIU
ガレージ,ガレージ,Garage,XzQ4k4T5hwnzLBsIaLfk
原形,げんけい,"original form, base form",Y29EEFfY9xxjh7MUilhB
短大,たんだい,Junior college,Y37RI470piGwL6wR9wwd
垂れる,たれる,"Hang, droop; drip",Y3A7JOOIwRtSD65Dbelm
溶液,ようえき,solution,Y6PUjA92Pyz9rk8fQfGP
設ける,もうける,"establish, create",Y9CWbO5aQtmFJdnIyhNx
廃止,はいし,"Abolition, repeal",YAWViyWr7wPe4VhlFcp1
負担,ふたん,"Burden, load",YFwWuqOBjcHFe3PIrVd1
遭難,そうなん,"distress, shipwreck, accident",YHKkOQUy7kGBNsKuwEk5
風習,ふうしゅう,Custom,YLDcoVNxIViCbpoaGOHz
利息,りそく,interest,YLI6aoa6FVMLeTgBQvzA
観衆,かんしゅう,"Spectators, audience",YOvVeZ2gwdYfPI28paCD
ねだる,ねだる,"Pester, nag",YPPnMsaQVYnFxhkM8DzT
パンク,パンク,"Puncture, bursting; punk",YQOEzwmvKLdaupo8Nt9m
手際,てぎわ,"Efficiency, skill, tact",YQuifGEsjMFNzJBrN3Ob
すんなり,すんなり,"smoothly, easily, slender",YYOm5sXnQmUNL1YJRTta
区切り,くぎり,"Division, punctuation, end",YZgkdoppvJpLRZCdMyTf
始末,しまつ,"disposal, cleaning up afterwards",YdYB0onofJMNbR2S1GdS
好況,こうきょう,"Economic boom, prosperous times",YdpCI6IDBBBqLhL7Isi7
主導,しゅどう,Leadership,YetLDLP8B6m170q1C0m4
多数決,たすうけつ,Majority rule,Yf9Jt2SzpG8Loxf47z5e
呆然,ぼうぜん,dumbfounded,YhBxwPPCWnT1z6PavxHC
丈,たけ,"Length, height",YhRYxXHmKvQTQUDt6V1A
移行,いこう,transition,Yj15FKIbiPKG3ho8PdkJ
配慮,はいりょ,"Consideration, concern, forethought",YjZoWoE7FkJpNOrfdQqi
迅速,じんそく,"Rapid, prompt",YnBW8UOP9Gx7l7GPGKHI
一見,いっけん,"A glimpse, a glance, or a first meeting",YpJPqFnrTNvEaE7FSdjg
乏しい,とぼしい,"meager, scarce, poor",YsBYd2z5AFOamrNdYbdx
アマチュア,アマチュア,Amateur,Yu2kMRg2230ca20rf9jw
疲労,ひろう,"fatigue, weariness",Yv8FJBDilwNxQlSpZ1S4
無駄遣い,むだづかい,"waste money on, squander money on",YvhsYnX5JhHvcEyhL2kD
遠ざかる,とおざかる,Recede,Yx90IYErF5YZwFA2PvUM
引下げる,ひきさげる,"Pull down, lower, reduce, withdraw",YyFhUEMFSKM90N7MbetP
究極,きゅうきょく,ultimate,Z4GnKCP2CCedXhJrKLvo
素朴,そぼく,"Simplicity, artlessness, naivety",Z5OwxTF2vWoj6jrFwbbV
貴族,きぞく,"noble, aristocrat",Z6LxfnkdgnvXTqs11WuK
総合,そうごう,"synthesis, generalization",Z72cQ4x5DBZYnVF1hkEZ
及ぶ,およぶ,"reach, extend",Z7tFVc7wnlMPpMmX7vti
雑談,ざつだん,"Chatting, idle talk",ZAkYFagy7dfDsm5vfawA
引きずる,ひきずる,"drag along, pull, prolong",ZBSlLUUOvDUOP6z7DEQq
怠慢,たいまん,"negligence, carelessness",ZCelWitnqfOfze7PvKId
ずばり,ずばり,"Frankly, decisively",ZEkdGo8xAWJMqKc7mYpZ
無断,むだん,"without permission, without notice",ZF6PgXu9NDCniXGRsAKo
故,ゆえ,"Reason, cause, circumstances",ZIA6QBt68B7L9vuKgBxg
ジャンパー,ジャンパー,Jacket,ZJm0IqRX5zQOkQzBhTjT
事項,じこう,matter item,ZLBLhyYCBJMMsS0gGJc6
夕暮れ,ゆうぐれ,"Twilight, evening",ZLIc2Ta5OAZ2O4jlrSEr
交す,かわす,Exchange,ZQFWAVDMTmGDwrDt4Tz9
追放,ついほう,"Exile, Banishment",ZTJjpz9C5uy8Ek0insED
体格,たいかく,"Physique, constitution",ZTbVroa7OLo43YdDB3Vt
どうやら,どうやら,"it seems like, somehow or other",ZTwOT0TTMPbaeaq7U9R5
幾多,いくた,Many or numerous,ZVdc9sCWhyOZXXPAHvHJ
呆気ない,あっけない,"Disappointing, anticlimactic",ZXeBk7cGnOD2Qz1se3J8
略奪,りゃくだつ,"pillage, looting, robbery",ZbWW6yuyRx26hs3PqSaY
一筋,ひとすじ,"A line, earnestly, blindly, straightforwardly",Zbh079FZ1RCWa85tNAPY
頑丈,がんじょう,"solid, firm, strong",ZboplYYw6HP2YNCsQIKg
渡り鳥,わたりどり,"Migratory bird, bird of passage",ZdNc74haPel9zTYpxiIS
人柄,ひとがら,"personality, character",Zeb16jH4ojHcmyWD3fEt
治安,ちあん,Public security,ZfdrbckecOAbZRNMTlHN
監視,かんし,Surveillance,ZfkNVaStfkcD8MrqZ10u
悩ましい,なやましい,"seductive, melancholy, languid",ZiKoSs9T42aU8kqibv6f
手軽,てがる,"Easy, simple, affordable",ZmOfR2rpi88fF9PoimFY
ビールス,ビールス,virus,Zn0vEe5xCQhKek1lqM8G
動き,うごき,"movement, activity, trend",ZoiCDn7rf6qUYvpxMCsQ
避ける,よける,"avoid, avert",ZpxIaHjKYzhn2tkvEmEB
追い出す,おいだす,"expel, drive out",ZqdO09MxWFpPbGfZcz71
仕上,しあげ,Finishing touches,ZrzWJkmB3OCvoKYETmSe
反発,はんぱつ,"Repulsion, rebound, opposition",ZtEQ3HuqNoYos38qBYmF
合意,ごうい,"agreement, consent, mutual understanding",ZuQYC4o06h2UO0Bb8VIU
まるっきり,まるっきり,"completely, perfectly, just as if",Zv9RviK7B9C0dw6MSkZc
化ける,ばける,"disguise, take the form of",ZwsVoetmqugZalKBRkeW
誘導,ゆうどう,"Guidance, Leading, Inducement",Zz2t5IqOZDQJ6COXY1vb
文化財,ぶんかざい,Cultural assets,a2alKFZ1YeIATPkrXq4F
指摘,してき,"pointing out, identification",a2gBjGbtp6XwLHUrfQmr
侵す,おかす,"Invade, raid, trespass",a2vrTxz4gyRlX7xjBoS0
有望,ゆうぼう,Promising,a5pgqrJou9P5PjBPkFEY
眉,まゆ,eyebrow,a5rpawd5YZNFaZ1wYrZU
経路,けいろ,"Route, course, channel",a6XINrHhSkCMF4Z0C3w9
感触,かんしょく,"Sense of touch, feeling, sensation",a7QfLyDRZ1FKHtYMLDTu
協定,きょうてい,"agreement, pact, arrangement",aA4Gq3UK5BukMOBZbI4i
一頃,ひところ,Some time ago,aBIgZvTDY3aCgOrtkrZS
仕える,つかえる,Serve,aCCbqBjM7sdieL92Hg9x
勤務,きんむ,"Service, duty, work",aD4yBwJO3b6zIakve0y9
任務,にんむ,"Duty, mission, task",aDhx29R6qcn89QUxRb0Q
唱える,となえる,"recite, chant, call upon",aEw5KtpFyKu2uGUT4gNE
すみやか,すみやか,Speedy,aJYAzP5RAt7CrIwmRflO
短波,たんぱ,Short wave,aLVwhs7Y7iFM4NakRLId
むしる,むしる,"pluck, pick, tear",aLiLMaZ487KnYkq20AdK
顎,あご,Chin,aOs2PXprNjSH46DWXImg
上昇,じょうしょう,"Rise, ascent, climbing",aTCH8xWU5Bnyi43A6p44
面目,めんぼく,"Face, honor, reputation",aUZV83XWS41EBLn1S3zp
勧誘,かんゆう,"Invitation, canvassing, inducement",aWfYbjuVAKGwJkncSRwD
雑,ざつ,"Rough, crude",aaNBdt98fAumxK8Fqnoh
ムード,ムード,Mood,adjdgKrjp7W9vW1MCT6S
出費,しゅっぴ,"Expenses, disbursements",agOyKe7T7Di8Th2edC90
内訳,うちわけ,Breakdown,ahVAGdaLr90xjbpQsS0m
即する,そくする,"conform to, agree with, be adapted to",aiSx4f330ek20Zy91Kr4
生臭い,なまぐさい,Fishy,aj6gv0EdEjCDujC5HAvb
愚か,おろか,"foolish, stupid",alhnalbwEt4hJ5G0jURo
応急,おうきゅう,First aid,an4x5FfnWwZy1mVe7oh4
限定,げんてい,Limited,anQcrfNSg1y0HBkKbYvp
極めて,きわめて,"Exceedingly, extremely",anrvJ2JFsKXd6TCv0iBC
稲光,いなびかり,Flash of lightning,apQDnYYzEuRAFBTPniYN
聴講,ちょうこう,Auditing or lecture attendance,ar2sk3bKFYOSh0LUGNux
奨励,しょうれい,"encouragement, promotion",au0Bq4DbiAhfw68UZz0V
到底,とうてい,possibly,av5gRqCK2rXj9uQB5NdF
びら,びら,Leaflet,awwz9aaYrLxdM4xPTxFl
裏返し,うらがえし,"Inside out, reverse",b0qNKmFaxw9SiNEWNKnE
盲点,もうてん,blind spot,b11HoVpLaV0ZLj7Hgw1S
とんだ,とんだ,"Terrible, awful, serious",b3bj3HUjzK5g8CflYN8a
上がり,あがり,"Ascent, income, completion, stop",b84NZCjpMmBF44m0Liqz
がっしり,がっしり,"firmly, solidly, tough",bBZYFMv55k0ekk2kOskq
上回る,うわまわる,Exceed,bBs4KoNAXa72qGq9FISf
不意,ふい,Unexpected,bDDiKZRSBUlcvFxzdZYN
証言,しょうげん,testimony,bDdLsodHsRWuWZoQxD8f
攻め,せめ,"Attack, offense",bEzr8j1VcHQzpsffFUhe
農地,のうち,Agricultural land,bGBQp16voQuv0HkbrfET
対比,たいひ,"contrast, comparison",bHXHThjXlEUlNjgJc02M
祈り,いのり,"Prayer, supplication",bI1VJxwxhLodOSSBsszD
新入生,しんにゅうせい,"New student, freshman",bIQ510jHy1NHRdTTlslA
健やか,すこやか,"healthy, sound, vigorous",bLCoBuHFShx2PVPu93Lf
同情,どうじょう,"Sympathy, compassion, sympathize",bLMv18xPPccF9QuM3ciZ
素早い,すばやい,"Quick, Fast",bLXl6g4jDcnrPljQyfPT
人体,じんたい,Human body,bQXsbuRlD8rMZLnVijwY
無線,むせん,"Wireless, radio",bUOzv4KwIa6FDSCJ9r68
大柄,おおがら,"Large build, large pattern",bX0Qa6rC6kfIDmM3UWtW
圧迫,あっぱく,"pressure, coercion, oppression",bX7KZjFqBulNzW3Fbjc0
掲載,けいさい,Publication,bZ985hd2p2vDavsROOWj
兵器,へいき,Weapon / Arms,bezPzqs7CiRBWhoPSe0Z
終日,しゅうじつ,All day,bhfXX8CV8fa8gB2pNodk
設定,せってい,"Establishment, creation",bjmdA5WiPV9WXrFg0IzB
待ち合わせ,まちあわせ,Appointment,blFq9GbSeoD6GmWmeDaK
～光,～こう,light,bnKEwqeKIU9SMhdOB1jb
へりくだる,へりくだる,Humble oneself,bo7ygxuncJYtx9PSwjiM
～まみれ,～まみれ,covered in ~/~/,bqQT4JcsoIrsKbqavL1i
了解,りょうかい,"Understood, Consent, Comprehension",bqaKZbki2ftJdZcXB0Mx
遮る,さえぎる,"interrupt, intercept, obstruct",bt3fCSnOJrYW435MP5R8
ポーズ,ポーズ,Pause,buFNXRi3HAX2Ki3FAMxg
模型,もけい,"model, dummy, maquette",bwf8zW7MOsOck4cVtXfy
真上,まうえ,Right overhead,byWkepEmopfjmmJfaU7b
勤労,きんろう,"Labor, exertion, diligent service",bzX6u7SIngk8kxd5u79D
掛～,かけ～,Credit,c1hZbJpmgbxzLj5W8uSy
脱する,だっする,"escape from, get out",c4UcdYXt0kKTmmHOGbHB
手掛かり,てがかり,"Clue, hint, key",c5Uxh6oRp6rTuvQnX2SS
不況,ふきょう,"recession, depression, slump",c5geleYH12dihm19yEkR
質疑,しつぎ,Questioning,c7I2MrhtiMjU0cIpXHVR
恵み,めぐみ,Blessing,c9XKylXzZDVejZTmsfiF
賄う,まかなう,"Provide meals, pay for",c9mIfrTPMDoVs1NSoNRR
兼用,けんよう,"Multi-use, combined use",cEALDYlPKaxlfDzoCbhM
配置,はいち,"Arrangement, disposition",cH9xDCvbIqskqy9YlKXU
座標,ざひょう,Coordinates,cHNIjgro25apN6BDddqd
種,しゅ,"Seed, material, cause",cJ9nmFaqpNesxkvKlPo1
きまりわるい,きまりわるい,"Awkward, embarrassed",cJVQsyxv7PlhrguH9Mky
ねじまわし,ねじまわし,Screwdriver,cKd3z4yK2BnCRw0wp12N
適性,てきせい,aptitude,cKdgg6ntPz4WdzOWzGlG
移民,いみん,"Immigrant, Emigrant",cKtejegNptkHGWvBgYS6
ぼやく,ぼやく,"grumble, complain",cLWwWzZzFZ8SSudy0FEy
規約,きやく,"Agreement, Rules, Code",cLrs1WZFFBl07SoZtM4c
兵士,へいし,soldier,cMAlGKd124h1SalwGLye
採択,さいたく,"Adoption, selection, choice",cMYn5muwhY0o80FyDAIL
公団,こうだん,Public Corporation,cQG3zDLR5FtvJMsKKyGY
日頃,ひごろ,"daily, usually",cQj77tFEopwJmYE6ZSIw
いい加減,いいかげん,irresponsible,cQovYc7zjEj2WxeauiIS
遅くとも,おそくとも,At the latest.,cQxsXiJmopMn0XaW9fVR
お手上げ,おてあげ,Give up,cR7wbaYVmCn2UIW6tgRU
緊急,きんきゅう,"Urgent, emergency",cRYUrQVpi76BHh5txOq2
捗る,はかどる,"Make progress, advance",cS6fkOo8GAPJwzBVMv4G
ルーズ,ルーズ,Loose,cUZDpqBZgUJXwIpwxPpn
アラブ,アラブ,Arab,cXdSVOsdtTIMDMZ9aUoZ
赤字,あかじ,"Deficit, in the red",cZCDwf4OuHsToJKJRO7U
本国,ほんごく,home country,caGjEhpBw07BEtwAOWXe
無論,むろん,"Of course, naturally",casWYFsFwMy4ZLRwGPQd
立ち寄る,たちよる,Stop by,cb0ChKXYRDGtpNLEBgqR
信任,しんにん,"Trust, confidence, credence",cdgAIOeq4Zka8P2jXVUr
郷土,きょうど,homeland,cduIfqYy6Nl6irPoSB3g
権力,けんりょく,Power and authority,cewiacm4wrSgzuzawYbR
国連,こくれん,United Nations,cfgNzfj3YhOZPBuZa1Iq
誤差,ごさ,error,chLfzhdbCGamirDJqGeH
私物,しぶつ,"Private property, personal effects",chYgcLHQIjsYpd6rkJr7
導入,どうにゅう,"introduction, bringing in, leading in",chq4bsV5gnz5kbx1DRLh
心情,しんじょう,Mentality,ci19Dq9gmkDVdBpXoMo8
見せびらかす,みせびらかす,"show off, flaunt",cjKvTEdu1cfEvDjrXY4x
風俗,ふうぞく,"Manners, customs; sex industry",cjYUNOCebwhp2qDzEhaO
神秘,しんぴ,Mystery,coYsjcTsBlaPudzs2S8M
アクセル,アクセル,Accelerator,cp9QshjpzbqAu9cKk9WC
弾力,だんりょく,"elasticity, flexibility",cqrJDsiSPv0Iq8vv29Ny
穂,ほ,"ear (of plant), head (of plant)",csaZwBhchyKFLoZOUdGZ
ぶかぶか,ぶかぶか,"Baggy, loose-fitting]",cw08qBwAalDnKFLmdE5I
特権,とっけん,Privilege,cwDYECJTr2Jtxm8KRYrd
ちやほや,ちやほや,"pamper, make a fuss of, spoil",cy9Aoj6KeUK4xtQiG2K9
原点,げんてん,Origin,d45KXNXkzqJSzBS0F9Wt
救い,すくい,"Salvation, relief, help",d4TOKS14pdxiVt49kuFi
結び付く,むすびつく,"be connected or related, join together",d6AnOeIl2HxPfWJluOlz
記す,しるす,Note down,d6PIodHhDIWRNWSBllg3
共稼ぎ,ともかせぎ,Dual-income couple,d7I7GMMNXLo9vESw4fXp
もめる,もめる,"Disagree, dispute",d8o2fdqA41NBtiiAeZX5
謹む,つつしむ,"Be careful, be discreet",d9L9BXKHYq7efVCOfAG4
利子,りし,Interest,dA7stcNEXPjYJpoFgSzw
宣言,せんげん,Declaration,dBUqnB22n6mym0SENq6Y
見地,けんち,Point of view,dESTjehklMVCPetrZHkz
保管,ほかん,"custody, safekeeping, storage",dHoh4R7qwDSvSUw48whv
いびき,いびき,Snoring,dJDDkt6ANy0iO5SdyTeF
賠償,ばいしょう,"reparations, indemnity, compensation",dK0KtO9utA22qrnPU3lO
ポイント,ポイント,Point,dKJCP6DCtKQ09BbKrx6B
国防,こくぼう,National defense,dKKP8JGx6uQ4vraVYdPk
補充,ほじゅう,"Supplementation, replenishment, replenishing",dKq5Du5amxBx5PDGP0fK
長官,ちょうかん,"Chief, Secretary",dL8xYA6CmIuvjmSg0c5e
漁村,ぎょそん,Fishing village,dO3HnLOPvAJ580VQLUD7
干し～,ほし～,Dried ~,dPTxmJBYtVgQXTGGEksB
拒否,きょひ,"Denial, rejection, refusal",dQarTrh2hHSt0mNOF0AR
装飾,そうしょく,Ornament,dROjnC01TAnsWKz8C0mZ
和らげる,やわらげる,"soften, moderate, relieve",dUbOZyasy6G6wcKb4W9o
外相,がいしょう,Foreign Minister,dXJC2hjIU8ifT9UEDkhF
風車,ふうしゃ,Windmill,dXr6bIxTuBfiOZOpXFfU
民俗,みんぞく,Folk customs,daH4UdGbQxfxRBLnWjkA
乗り込む,のりこむ,"board, get into; march into",dbYN6emcHPnOYCSWUxHx
奮闘,ふんとう,strenuous effort,dcoHs00dB0udmjPVCY18
香辛料,こうしんりょう,Spices,demso5lPrBbDjaeomekg
下心,したごころ,Ulterior motive,desQDBinWc6EwjVvyDlc
飽和,ほうわ,Saturation,dfoxfNZDcBNvmEYhFgRt
粥,かゆ,Rice porridge,djvPBuoYle9ava3Or22u
群がる,むらがる,"Swarm, gather",dlRF7exvMOXyWFdTARjG
気質,きしつ,"Temperament, character, trait",dlRKRxrQoDRSavS04vnC
成果,せいか,"Result, Fruit",dmKCyk4CVYbA2edlHgn0
沸騰,ふっとう,"boiling, seething",dnOHDme2Gros7XSJWDE3
怪獣,かいじゅう,Monster,dnRfZOEOfdb3vyKWkTZr
光沢,こうたく,"Luster, Glossy finish",do5Jd1tGmTHhZ7VeYXD9
放出,ほうしゅつ,"Release, Emission",dsvBeQuCMIzIVY4eoTJK
化石,かせき,"Fossil, petrifaction, fossilization",dtUbaHMfGX3lmjWDrkuz
心細い,こころぼそい,"helpless, hopeless, discouraging",dvW0a5rYkMYxQcZmRyu0
品種,ひんしゅ,"breed, type, variety",dvjsrNOptwsNupam1bxY
鉱業,こうぎょう,Mining industry,dx8WCXRW7AQFWp9H4VQT
主任,しゅにん,"Chief, Head, Person in charge",dxTdlQmY47zr8qLWHXgF
強いる,しいる,"Force, compel, coerce",dzVQXKYClBZvsZdYuHF3
議事堂,ぎじどう,Diet Building,e6rkw1yHdw2SClrG5AnH
花びら,はなびら,Petal,eAclW9GcG7Pj5wWH1pAd
印鑑,いんかん,Seal,eCNzhJJpR5KpbkVojEAR
シック,シック,chic,eCgO9MLGACvwaSOOVHcT
顧みる,かえりみる,"look back, turn around, review",eDJQpNrktI1qSepDq8t4
ごまかす,ごまかす,"deceive, falsify, misrepresent",eERmcD5pYFX9jEWmTTER
踏まえる,ふまえる,"Base on, take into account",eEV6nimvbQbTFHfNQJdM
籠もる,こもる,"seclude oneself, be confined in",eEnfWAfMnnktrUH2VtqT
折り返す,おりかえす,Fold back,eFkNO4sTKvN7OgA7R30b
修士,しゅうし,Master's degree,eFtFRLRFKuLGrz722TRu
度忘れ,どわすれ,lapse of memory,eGNpx79dSe7zNecD3n53
長々,ながなが,"Lengthy, drawn-out]",eH2NS9vnFcu23ezpdSHn
～嬢,～じょう,Young lady,eJb1NmAZ7TY5CLGhh4G9
オートマチック,オートマチック,Automatic,eK2hFebPbwAARF6a74kH
皇居,こうきょ,Imperial Palace,eMxkcgBeOlU901BtTKGx
おおげさ,おおげさ,"Exaggerated, grandiose",eNTtSlFEHSDwMt1W62HP
交わる,まじわる,"cross, intersect, mingle with",eOfidRu93PnJ9heZa0qa
ありのまま,ありのまま,"as it is, truth",eQAPfyUD8e3kwAMLrHRY
いたって,いたって,"exceedingly, extremely",eTcvaVPi8ttiEl94aN5Z
～網,～もう,Network,eWqoVtSeucRL0yiAbGPf
独裁,どくさい,Dictatorship,eZNGbJO5AJG0j82rb7CK
仕組,しくみ,"Mechanism, structure",eZNNH9jkW945gOgQJtjz
花壇,かだん,Flower bed,eb4Q12CF8I5ZGqSpDA7P
巧妙,こうみょう,"Ingenious, skillful, clever",eb6XCcGlZ8UylvPVA5aJ
素っ気無い,そっけない,"Curt, blunt, cold",ebzSXOQqpBjVneXicYLT
模倣,もほう,"Imitation, copying",eejKhVykPmUYhtjtfaeL
負傷,ふしょう,"Injury, wound",egGK2JoOK9DNiTGN3c1N
突破,とっぱ,Breakthrough,ehayZ7XuhUdxsUKl5Pxp
にきび,にきび,"pimple, acne",ej9HMVLmhSZivIwTtNYB
終始,しゅうし,"from beginning to end, consistently",ejSqRVgKQfcJLgggaKkt
所有,しょゆう,"Possessions, ownership",eknPZWTIOZCf76FymuAz
野外,やがい,"Open air, outskirts",elZI6w440b8bK0POBqE9
気兼ね,きがね,"Constraint, diffidence, or hesitation",eqDvYEIAuhBYFntxRiny
主権,しゅけん,Sovereignty,eqELGw7xOCCNyLN0P7bI
本名,ほんみょう,Real name,esABknqMNcwbnvNuerZO
かぶれる,かぶれる,to react to; to be influenced by,et2oz5SmEg1asqkGKxrQ
ことごとく,ことごとく,"altogether, entirely",euhs8TWe0sUpQQ3nfQtc
ゆとり,ゆとり,"Reserve, affluence, time to spare",evmeAX1gM2qJ4nYxcM9O
斑,むら,"Unevenness, inconsistency, irregularity",ey6snX1AjxgrUzVK9EzW
活発,かっぱつ,"active, vigorous",eyTzMJgJKZeSgtcU7u4r
漁船,ぎょせん,Fishing boat,eyoHyQ2UACqUn9U0RwZi
台本,だいほん,"Libretto, scenario",f1QUAlqG90tj7L9wa6fY
見合わせる,みあわせる,Exchange glances; postpone,f3p5U1Hc2mw6BJaB1X1l
発病,はつびょう,onset of disease,f4XPn00dVlmUWxLsIs9G
うたた寝,うたたね,dozing or napping,f4d7RiwZ8OmdsdCrQOPm
球根,きゅうこん,Bulb,f5qY5AKggHYs6mDeQIM2
身なり,みなり,Personal appearance,f6uvTx4ODCjXYOacUwMg
カンニング,カンニング,cheating,f8Qe2USi1Rmay1Fl7cW4
しくじる,しくじる,"fail, blunder",f9mXxikAC5zW2TNqgxjD
とって,とって,Handle,fBF9HGad9CwS1bgJfK1p
元素,げんそ,Element,fD7xitnWroI73mpgO8wg
入賞,にゅうしょう,Winning a prize,fG9bHNUJT7ugwcaPRFPs
概略,がいりゃく,"Outline, summary, gist",fGIvvV05smKJeva7cJfA
弁償,べんしょう,"Compensation, reparation, reimbursement",fK4tDEFEEZJuc1kgIl4T
給仕,きゅうじ,Waiter,fKflHT0rSGFZy08xsu6p
代る代る,かわるがわる,Alternately,fL5Gw8Tt47Il1UWwS7g9
会談,かいだん,"Conversation, interview",fQ5MxS73KECjJUkuQWhn
対処,たいしょ,"Deal with, cope with",fSMOA7R1DqAFvqgtlo4P
無口,むくち,Reticent,fSiYUz0R40D5JJUSMlmQ
断面,だんめん,Cross section,fU63TvB1E9eMfn0Ynzbp
保つ,たもつ,"Keep, preserve, sustain",fVD8mrlNIn9cyMaxPBU2
漏る,もる,leak,fWMjcNTcObttHn2opUDt
かかと,かかと,Heel,fZA90AEvsuJGOSXbmJef
願書,がんしょ,Application form,fZZuvQkTlMC6e3TVyRZH
デモンストレーション,デモンストレーション,Demonstration,fbc4qg7Tk4WtfbIidaui
こじれる,こじれる,"complicate, worsen",fd5F3TeVXOGRePgabs8W
明瞭,めいりょう,Clarity,fewefZcdHwwXMm6gRLoD
金槌,かなづち,Hammer,fflAHNU1FBaj0tNczQmR
卑しい,いやしい,"Greedy, vulgar, shabby",fg8wDeoPLQvrcHZ9SNm9
閲覧,えつらん,"Inspection, reference, browse",fhSrFH5uXZ4Mqecm0NT4
おどおど,おどおど,"coweringly, hesitantly",fhfYGoV0m3O9VIDUHloI
天地,てんち,"Heaven and Earth, the universe",fi1qhJTg2gmnjQidtUEi
下火,したび,"dying down, waning, declining",fi53Hw9xDasCbWYW7GP0
延べ,のべ,"Total, stretching, extending",fjQOn6FXZ5ufSVFzFMkH
拒絶,きょぜつ,"refusal, rejection",fjZT00CijkggozvHyu9R
便宜,べんぎ,Convenience,fk0NvTJuBDnzjdnrXEQS
単一,たんいつ,"Single, Simple, Sole",fkE5SdaS1h7BUPh36ZnZ
ヤング,ヤング,Young,foHdRkjdgqaQwb8YSWOK
反撃,はんげき,"counterattack, counteroffensive, counterblow",fqnJs5db7JGwztGeomhc
～派,～は,-faction,fqxhLGWnJlmgqscei8hs
再生,さいせい,"playback, regeneration, resuscitation",ft7DkZjP6tqEMbv5h2Vz
タワー,タワー,Tower,ftd2mkQtbPUJTkmbGjxW
手当,てあて,"Allowance, compensation; treatment",ftl9Dy5gLM5qM77FuGyJ
センス,センス,Sense,g0zTeSTrFMtAntVzZg60
てっきり,てっきり,"surely, certainly, beyond doubt",g1NrI72SGux6GYfQQEKI
反る,そる,"warp, curve",g1TBR8oNUOr4yM3TuRmG
沈殿,ちんでん,"precipitation, deposition, settlement",g3fSsv2hS2wempJjvq4G
雑貨,ざっか,Miscellaneous goods,g4fDzDVZRq2aZ3e9tpl8
