#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
牧畜,ぼくちく,Stock-farming,nFtr3IJfTbOyoT9GriWj
火山,かざん,Volcano,nG3lePkklDjO2uXT8kNB
おかず,おかず,Side dish,nG8DGEiNUmhGMZZD5LvW
関東,かんとう,Kanto region,nNHex9V1MdBehMcg2rFO
効力,こうりょく,"Effect, efficacy",nOJ9ox5gTOv8ICG0wCpu
大して,たいして,Not so much,nP8AXCrRp8P3r24BvF9k
隙間,すきま,"gap, crack, opening",nSpjIwazsHKmX8S1Hhtx
待合室,まちあいしつ,Waiting room,nT6mpSO58ToyDtf0PlAa
校舎,こうしゃ,School building,nU60FHKmqVdcJqiYVq5o
限り,かぎり,"limit, as far as possible",nZSxgKEAiZHcBBWvIU60
配る,くばる,"distribute, deliver",nZynMDg0durGcPrOFKAY
垣根,かきね,Hedge,na6MC1DpIFTE2XrvKue2
田ぼ,たんぼ,Paddy field,nbNNoleLPlr9xP9OQBKE
ベテラン,ベテラン,veteran,ncQMmrtmPwv9cu3bvNf5
相変わらず,あいかわらず,As usual,nciE949simRdt3pHsiTY
図形,ずけい,Figure,nfYaSVZFsi7CWmw0BWNm
(かさを～) さす,(かさを～) さす,Hold (an umbrellaˈbrelə/ə/]),nk2ogO1mA5sKz5ynFCgc
叔父さん,おじさん,Uncle or middle-aged gentleman,nt3HSZpR9qdkw0KaIxDz
必需品,ひつじゅひん,"Necessities, essentials",nvDJbNX1Q8Sxg9qLNl2c
ランニング,ランニング,Running / Tank top,nvM2WYnDCShn93fQiucO
プログラム,プログラム,Program,nvTC5D9qXVqCNYNX8aO9
農薬,のうやく,Agricultural chemicals,ny2cTNc66TowiSWaLSsi
温室,おんしつ,greenhouse,o0ASgOPz2I4tBW4tyQXO
乗り越し,のりこし,Overshooting your stop,o0sNp3913Bd4t5jHdoqT
～料,～りょう,"Fare, charge",o7m8wBCxWe5MGJlM80U7
頂点,ちょうてん,summit,oEha0swDU1qPNVKYdDAJ
ぜひとも,ぜひとも,By all means,oG76sCoLpBw37PERXcla
毛皮,けがわ,fur,oJ77vlxLJz0Ym5y67oiT
膨らむ,ふくらむ,"Expand, swell, inflate",oJepGdDOh39EfPP37jZ0
坊っちゃん,ぼっちゃん,Son,oLbLemEGBK7nmSqMpkk8
熱する,ねっする,heat,oM1EEzRzyFaX3q9zuS0B
休講,きゅうこう,Lecture canceled,oOMnFostK1lMVqMTtPvU
貝,かい,Shell,oQyhJLi9gG3XpjDnSjC6
～国,～こく,Nation of ~,oRa8tqvZXZv71gExuB8h
煙突,えんとつ,Chimney,oSqkSJ4Xwzlug9Oh9hIs
はい (かん),はい (かん),Yes,oULY6gm4z2pZrdhMTnkc
しみじみ,しみじみ,"keenly, deeply, heartily",oVWuRefW2xj6SIteshdk
地点,ちてん,"site, point on a map",oYptRQk8xMhuW8wC5rLK
しつこい,しつこい,"persistent, insistent, obstinate",oZlaAFaKIesiHNm2fu6x
部品,ぶひん,"parts, accessories",obmBvGJZ5aQDgXWCtgeT
行っていらっしゃい,いっていらっしゃい,Have a nice day.,ocJViTWMbehVCZnK2f7u
当たり前,あたりまえ,Common sense,od40OhwEIq50U0nKiO8N
たんす,たんす,Chest of drawers,od5PwlXKAqS1xbHrflFV
～向け,～むけ,For ~,ojFJIVhE0qcLy4NoDsfA
体操,たいそう,"Gymnastics, physical exercises, calisthenics",ookZHzAC4kxwIkIvXV0n
スリッパ,スリッパ,Slippers,opvpxFLow954psuNBLgH
ダイヤモンド,ダイヤモンド,diamond,oqgk6CtnNponYA2b9sI3
転々,てんてん,shifting from one to another,oqzGPWMFUeZfox6SMvM3
そのころ,そのころ,At that time,orRbB1C8jFz5N8dRYq03
もやす,もやす,Burn,orZ6IZ6UMKYSG4zkFRdy
無地,むじ,Plain,orZwd9ca1T0jZNqyJIDb
おおざっぱ,おおざっぱ,"Rough, broad, sketchy",ornJmN4gUu63tvB9Adis
送料,そうりょう,"Postage, carriage",ovSfoh8sCvKViEuXUNic
標準,ひょうじゅん,standard,p0YarSESoahlaN6AeC9l
果して,はたして,"As expected, really",p1jRz89tSMdH4f0RHjL3
お休み,おやすみ,"Holiday, absence; Good night",p5EQRQXHfKK11EYsRpUF
ネックレス,ネックレス,necklace,p6nwgBjEd5E5k59We1Og
～沿い,～そい,Along,pA1XBdib6mElJadVtRJO
絵の具,えのぐ,Paints,pCTiFXP9F5CnmhcYEZpp
植木,うえき,"Garden shrubs, trees, potted plant",pDQC38kuEFM4Qof6m3ab
肘,ひじ,Elbow,pFghCQfWe8E1tHYCseIW
ピンク,ピンク,Pink,pGBMdgvcVigK6zsQyvXX
法則,ほうそく,"Law, Rule",pHmnCOuU1ky3XJAEBcEO
歯車,はぐるま,"Gear, cog-wheel",pI12PRYT6HKPJdhr4e7E
ペンチ,ペンチ,Pliers,pN2LzRdykpKGLNIgvq29
凍える,こごえる,"freeze, be chilled, be frozen",pN3ADJhhhcjbzd3PA1Gv
現に,げんに,"Actually, really",pSu7FkMg9lVjDK1jef2c
改正,かいせい,"Revision, Amendment, Alteration",pT1tobhcGskwQ21NtB1b
とっくに,とっくに,"Long ago, already",pUQQgqIsTCnUfaH2Xd3J
こないだ,こないだ,the other day,pXnle1piVIYivH6C8BEb
独り言,ひとりごと,"Soliloquy, monologue, talking to oneself",pZSqOgsqyh7c0Gnna3PY
サラリーマン,サラリーマン,Salaryman,pctPx12VfgAcwkveC4yk
紙屑,かみくず,Wastepaper,pd0ozVbl0aJ3TcvOZP7O
思いっきり,おもいっきり,With all one's might,pfJrgbwds6bV9kSzuUvB
香水,こうすい,Perfume,pfTNCM8c7dEeSmnXXazb
研修,けんしゅう,Training,pfZ24mFJ8eXEBuPKpuiv
農村,のうそん,Agricultural community,pga18jLdr6E9cDbZooR2
縮れる,ちぢれる,"be wavy, be curled",phez9mKlafC9z2og5Far
直線,ちょくせん,Straight line,pm2xfYZxV8XjEgq7DRrj
締め切る,しめきる,"Close, Cancel",pn0IFZLjeggvQ7T0qSRY
発揮,はっき,"Exhibition, demonstration, display",pqHBSi507DWSQANNVK0M
卑怯,ひきょう,"Cowardice, meanness, unfairness",puKMLxranUg9s9fPKPcg
自衛,じえい,Self-defense,pvHUTAHahxFZskoGH3FT
単数,たんすう,Singular,pvYQwGQkRG8kLZbpXYeH
日の出,ひので,Sunrise,pvyFEeiEwErg2ffO5K7m
税関,ぜいかん,Customs,pxYprg5oLKofUhCg9XM2
手入れ,ていれ,"Maintenance, repairs",q65AE34IpLf8YuaoXzWu
漁業,ぎょぎょう,Fishing industry,q8frvYiAqRjOpuIm85fe
液体,えきたい,liquid,q9lHQATt0ASy1bLIX5QN
自治,じち,"Self-government, autonomy",qA49RuDKXpcvu02YP4cv
緩い,ゆるい,"loose, lenient, slow",qAq7d8CfDv36qooDN7rO
在学,ざいがく,Enrolled in school,qCrPkxcBC48LUZncWIQi
生き生き,いきいき,"vividly, lively",qDiGwgUgvd4FkdxYBSwX
～館,～かん,"Hall, building",qHqYF1jGLmI3k7OErdJC
サイレン,サイレン,siren,qJuLMOsWIR4sgVdzm22M
ふざける,ふざける,"Romp, gambol, frolic",qLMaFEXQGy7H11nJsQ0R
父母,ふぼ,"Father and mother, parents",qLmfuU2HLiAxmGTNg5BI
先祖,せんぞ,Ancestor,qO3qve1Nnloi5jodUMo2
～流,～りゅう,Style,qOPiWp5hN6ob4FJX2Vi2
膨らます,ふくらます,"inflate, expand",qPn4iOIihq44Qpjvr3In
通知,つうち,"Notice, Notification",qQy6RTEdSWQdPGkS83tt
子孫,しそん,"descendant, offspring",qSFfgLLNNU0uXIjGmHHp
高層,こうそう,High-rise,qSS0zR0NnevK2OoqTVoV
～酒,～しゅ,-sake,qSePQQ5k6P7RTVZEQBc1
小学生,しょうがくせい,Elementary school pupil,qW5qaWPzBWS4QjTCjR4b
防止,ぼうし,"prevention, check",qZLsy8zoyfPqv7ekRHaY
鈴,すず,Bell,qcqasQWysPW6W9gMzLbi
御覧,ごらん,"Look, inspection, try",qdIuGznz62NZgT548ICg
診る,みる,examine,qeb01bJ8t0rtuAeOWCUH
しゃぶる,しゃぶる,"Suck, chew",qf0gsjygmR2TbWnqHvzP
公務,こうむ,Official business,qhEVOpnrN0Lmk6hYNrpn
反映,はんえい,"reflection, influence",qkwgOYRxMdZWsWBGJs7p
当日,とうじつ,The appointed day,qvYhNmcZcUId34oBuVhh
兵隊,へいたい,soldier,qw9QaoYiO2FCcTUbPMV2
コンクリート,コンクリート,Concrete,qxf2H1us3qd6oXssOvDD
塩辛,しおから,Salty,r2MvU3ILDZwU8OVop6u3
花嫁,はなよめ,Bride,r3m64NGMozpId1CcOoX9
彫刻,ちょうこく,"Carving, engraving, sculpture",r4U590e8XBw7QgDZLAgo
的確,てきかく,"precise, accurate",r4kxMiRxqzjunfN9mHMv
こっそり,こっそり,"stealthily, secretly",r9fER3rE4JoRQZOpQqNP
流石,さすが,"As expected, truly, indeed.",rDelZTTKOvBwiNcx614L
一斉,いっせい,"Simultaneous, all at once",rGAsUfTNpYyHRgsSQAva
うろうろ,うろうろ,"loitering, wandering aimlessly",rGPb63tJijLjBWxpBxy4
擦る,かする,"rub, chafe",rIA0Czl8slPu4xuM4Q1R
リズム,リズム,rhythm,rIDwQTghmmOBYtRq8eUb
～集,～しゅう,collection of,rJeMNbr49FLDBPEavZSQ
宣伝,せんでん,"advertisement, publicity",rKm0YyLWclBTrSATzqK2
半径,はんけい,radius,rLEyrFl56fe1Tyb0fFbw
腰掛,こしかけ,"Seat, Bench",rLiFGB3fA2YhGCgVkRsf
突き当たる,つきあたる,"run into, collide with",rOm9uMl9x1CRUKOufj9U
日程,にってい,schedule,rTYHvWzqDf6aaVYacKK5
間隔,かんかく,"Interval, space",rTaJWtldnWiZdPGhqx3k
客席,きゃくせき,Guest seating,rTkGsvzm4OnZTMIr4nKI
室～,しつ～,Room-,rVIl8LtcQaHx9cdJ43H4
三角,さんかく,Triangle,rXeGjHkkOKaMWMgQMcW7
浮かべる,うかべる,"float, express",rYxKtdtEZBh4iLnH6TsX
灰色,はいいろ,Grey,rZn2aslMh4vUMS757NzA
ステージ,ステージ,stage,rcupBEuoa06HjjgtRe9l
鐘,かね,Bell,rdBmXWxSDNQUu90uVHqa
平野,へいや,plain,reWH8gf0Oeu38x5NUmD8
確率,かくりつ,probability,rgIY0emE7Cy2fQaqbOtV
直後,ちょくご,Immediately following,rgWqmkRtvSWMjyzjSifm
特売,とくばい,Special sale,riwJDvRplq4Pm0hmQHTJ
ただいま,ただいま,I'm home!hoʊm,rlQ0IEjZC8JHgNtTLoik
入れ物,いれもの,"Container, case",rmNnFldyOxlpuDTmt4ZP
期限,きげん,"deadline, term",rnJRpNXhWnAYSOlG78g5
透明,とうめい,"Transparency, cleanness",rnXmzv37tJciLpLw2HwK
振り仮名,ふりがな,Furigana,rno4wmSeRaEr5WQuDM6t
存じる,ぞんじる,to know,roT8rDCVTaWKKioS5I7K
やかましい,やかましい,"Fussy, overly critical",rsNAvHrlKlxngsT8WGwe
長女,ちょうじょ,eldest daughter,rvc8H31J4H01tcp44YMN
座布団,ざぶとん,Floor cushion,rzc6R7I90c7NZeRVQrHn
浴衣,ゆかた,Yukata,s0RjBOgdprDzJOet4DqH
さわやか,さわやか,"fresh, refreshing",s0s2F4XGME0aJhJD6WiV
記号,きごう,"Symbol, Code",s2bYdD8QN5qzaIW1I9ng
下品,げひん,"vulgar, indecent, coarse",s3pPxbMKgcWGief9hu8B
快晴,かいせい,Clear weather,s5avvtDHht0MFsQ1mugc
解放,かいほう,"release, liberation, emancipation",sDef1yDRoPxbCrqY6nYX
仮名遣い,かなづかい,"kana orthography, syllabary spelling",sDqyT7FPL8qrVHMTBj5W
倣う,ならう,"imitate, follow, emulate",sEoPDySp5Vj7ivFm1WLg
片寄る,かたよる,"Incline, lean, be partial",sEsz5SgTvu6cn7D7r8yM
別々,べつべつ,"separately, individually",sHZvSp4vAFKw0OA6IOv3
交流,こうりゅう,"Exchange, Alternating Current",sIIDNP43wAMVrCl6l3O1
叔母,おば,aunt,sIvdRgv6U0BuYmkRnjoJ
物語る,ものがたる,Tell or indicate,sMUCqbtrMadGjrzcWU1R
かたかな,かたかな,Katakana,sOxHKgSvuk1BiSSIpjt5
蛍光灯,けいこうとう,fluorescent lamp,sQaqIX1pazGUXI59juty
～系,～けい,"system, lineage, group",sR9D1bI7pmkbEGnaalNA
盗難,とうなん,"Theft, robbery",sSOPdxluQLAchznB6PpG
ストッキング,ストッキング,Stockings,sTkA6fQP0dE5TqRl3d0l
架空,かくう,"Imaginary, fiction, fanciful",sUmUxQzoe7NwFIjEMU30
行ってらっしゃい,いってらっしゃい,"Have a nice day, see you!",sV3heQbsUYpNDVRJFDK9
各自,かくじ,Each individual,sawyj0wXsjgQy1a1ITkH
しびれる,しびれる,numb,sbwGt7cJL35vIX9iEJ3u
執筆,しっぴつ,Writing,sd7M2O7MOOwpXdOMOfju
拡張,かくちょう,"Expansion, extension",sdjufwgHrwnN9SBlyWGr
遡る,さかのぼる,"go back, date back; ascend",shmYZk6oIHQqqU9ASlIK
更ける,ふける,"get late, wear on",sjcVh3s9g4KIfzxy6saF
人事,じんじ,Human Resources,sk3QVw4Orxknw27EclwR
曲線,きょくせん,Curve,slJSwWcasW0xeZefXlUX
開放,かいほう,"Open, throw open, liberalization",sqvoKNyFjkOYt7ZXjHi0
余計,よけい,"Unnecessary, surplus",strsWh8auKKx1Buvg9Q8
実績,じっせき,"achievements, actual results",swknjcWYEt31VDEwF2Gv
文脈,ぶんみゃく,Context,szMKwFTUU2SlBP3DLKub
顕微鏡,けんびきょう,microscope,szRNimErYtOuZS4EqVKw
知り合い,しりあい,acquaintance,szblLwyqnXP5xlwHrMwL
失恋,しつれん,Broken heart,t7G6gSE04bDke4MjHhat
調整,ちょうせい,"Adjustment, regulation, tuning",t8yuBtnj9Zvfb0lMdHKm
引っ込む,ひっこむ,"withdraw, cave in, sink",tBNrvcpsBkt3ms8XgsMs
釣り合う,つりあう,"balance, be in harmony, suit",tCMFeF0MLUKUJEOAus0E
斜,はす,Diagonal,tCu47xntpQ7yBSHfUEDs
さようなら,さようなら,Goodbye,tDsrnYxRmJy7B04CELyE
一旦,いったん,"once, for a moment",tFkFtECANddK73t6JPGJ
折角,せっかく,At great pains,tIt7cgAJn59FakEeqlTj
凭れる,もたれる,"lean against, lean on, recline on",tLya7bh0JZAFWwijIQ9Q
涼む,すずむ,"Cool oneself, cool off",tMG6WCJ8mSBsyMcpio7H
巡査,じゅんさ,Police officer,tP3CT1SSSjFzK6FCg2Dr
～教,～きょう,-ism,tPmK8FbCmuJs8VxgT7N2
繋がる,つながる,"to be connected to, to be related to",tTQwXU8SU14IqdN5ote3
どうせ,どうせ,"anyhow, in any case, at any rate",tVHXOaN1FtED36sOOXat
畳む,たたむ,Fold,tXOXuR227eA2htxs3HaS
重役,じゅうやく,"Executive, director",tXeBg5gHgvVfPSkqhDjg
～部,～ぶ,-part,taR59zmMEwC8NcOenWOF
ビタミン,ビタミン,Vitamin,tap0Me6IKGDxwDEGPb9A
氏名,しめい,Full name,tbVMN6zxI8EjztKt6ahl
中間,ちゅうかん,"Middle, midway, interim",tc7CgyHauWiNZhXReX7h
しつれいしました (かん),しつれいしました (かん),Excuse me.,tcX9eE7BVn3LhwpmoNjM
編む,あむ,knit,tezyRHJmmBa9nkXYfYsi
仕上がる,しあがる,to be finished,th8xIyDRrC9WtqJGLdSB
～寺,～じ,Temple,thD016jJUfmUtxOBUGfw
オルガン,オルガン,Organ,tkOqVK8oqUnFg7vv1yLK
武士,ぶし,Warrior / Samurai,tkqlfx0nEWPIaZDZhSkq
シーツ,シーツ,Sheet,tnIW1X9rxZArxNkYMPnR
短期,たんき,Short term,toJhiwbpfmvInnNCxKTp
見学,けんがく,"Tour, observation",toU15wtrQ1rsW1W59vRO
あふれる,あふれる,"overflow, flood",tuJgjbkvtLko76BO5i3h
～滴,～てき,drop,tv9wWBhxp0z053EFbg5I
引き分け,ひきわけ,"Draw, tie",tvCW8WHUpqJRDK8Mxgei
～きる,～きる,to carry through,tvcx08EmlHg6378Glddy
生長,せいちょう,growth,twaQNLlKCfRMOPwvUmnd
カロリー,カロリー,Calorie,twqy2EksXt37IAc4tmax
かしこまりました,かしこまりました,Certainly,twspoHVhs8Ne1KHOmV2A
歌謡,かよう,Ballad,tzKqnkvMn2gTTJ9fcHBm
総～,そう～,"Gross, General, Entire",uAZViiKTcfovYRr4AZzN
思い込む,おもいこむ,be convinced that,uCuDd9SGWzeah1Zzlbdh
飢える,うえる,Starve,uHlnzZxOWH23DIrNUKbW
蒸す,ふす,"steam, poultice, be sultry",uI5u8ZKzZbwtp1p9j4TF
針路,しんろ,"course, direction",uLRYg9882Jz4zj97CGmp
カーブ,カーブ,Curve,uMNPSM2toXyOQTFqf8jI
能率,のうりつ,Efficiency,uQu4DLnrZaa6SIuCu5vH
地下水,ちかすい,Underground water,uTDN3GvMvT8B5vJ5B3Uh
捕る,とる,catch,uWd4Yd0fiGDi2ytV6Yvg
～発,～はつ,-round,uarLZE8tszTMM1w4v4rK
ひとまず,ひとまず,"For the present, once, for the time being",uatiMvw5lZZrcqhKnhaz
退ける,どける,"Dislodge, remove",ubB5Svrl83F0R3ELrHue
乱暴,らんぼう,"Rude, Violent, Rough",uhG4w8DTxRu6qfvYGwsg
着替え,きがえ,Change of clothes,ujTjToX4HWyA8ZXutlQW
下水,げすい,Sewage,ukfQHR6JjSYM6NaNoEwa
引っ繰り返す,ひっくりかえす,"Turn over, overturn, knock over",ukosH8nidIjYIePWCCj5
卒直,そっちょく,"Frank, candid, honest",ukrHLubtDsyB0c2Csxpz
熟語,じゅくご,"Idiom, Kanji compound",ulPJqMc1rMjiVGbfkTUF
看板,かんばん,"Sign, signboard",umnHUprfFNSKuh6TmCKC
果実,かじつ,Fruit,unO4NHMH4UemWm2GKqOP
広さ,ひろさ,Extent,uod5QxgbIU3DMaWhoMvi
活力,かつりょく,"vitality, energy",uqioetUfGeZ0hiMLWHPo
一昨年,いっさくねん,The year before last,urIiHYKToqfIa4OfNI1m
ずらす,ずらす,"Delay, postpone",utMtlDBolr8CE2ZyYyze
面積,めんせき,Area,utVVWzybVssddD3lQMpr
生意気,なまいき,"impertinent, impudent",utvG2KK9HNDUJeTDLqIu
爪,つめ,Fingernail or toenail,uv16EmlFepniW8BFYXf7
手首,てくび,wrist,uw8cpOjLsFbij4R6vbAx
括弧,かっこ,"parenthesis, brackets",uwXywlyy6n8gcX2Axl7F
図鑑,ずかん,Illustrated encyclopedia,uxqjl943LTsPKjPHk6yk
総理大臣,そうりだいじん,Prime Minister,v7Jes1ydSaLI2tOqunQR
出迎える,でむかえる,"Greet, meet",v81keNdBhFNo5ZBPyAre
崩れる,くずれる,"collapse, crumble",v8GuzG5uI86d8xR3dfZC
透き通る,すきとおる,transparent,v94fdNY93jyxMRFMlMX4
包丁,ほうちょう,Kitchen knife,vA7cYMoljmO5KyHwbBlj
緯度,いど,latitude,vGpva2MovAET02JN7wpV
循環,じゅんかん,"circulation, rotation, cycle",vNnym5VUDWvfnXEqHd31
指定,してい,"Designation, specification, assignment",vO7KRwji9JPkWIG8WBz5
ゴム,ゴム,rubber,vPKKeAY4jqd67fcAFzKd
回数,かいすう,"Number of times, frequency",vSPVYiaIIXidy4JhQ3pi
みっともない,みっともない,"shameful, indecent",vTJE8cRiTPI5odLcpSA4
～足,～そく,Pair of shoes,vUfj7opcFo9VVw7mL2Cu
破片,はへん,"fragment, broken piece",vYXC3bZptWktWnQu8w2G
軟らかい,やわらかい,"Soft, tender, limp",vb4M8gJavRT7ry2ITRJN
書籍,しょせき,"Book, publication",viN9dB2cZNmC1wC3VgSj
～付,～つき,with,vljTnlDSEt4Sv3lJjS6P
以後,いご,"After this, from now on, hereafter.",vmAUQrdrYoa4Zi4d9MGk
上下,じょうげ,Up and down,vnssGki7QkwLLJ7dtlEq
～色,～しょく,-colored,vow0HCuQnpd31TIhzp3H
白髪,しらが,"White or grey hair, trendy hair bleaching",vqIfgQPgPYlPcpW2cBk8
ウエートレス,ウエートレス,Waitress,vuxP229LavcBigNKiE0E
売行き,うれゆき,Sales,vw1C1mG7kqwslOzaysYB
両側,りょうがわ,Both sides,vx48A2JAEN8F0XYwnYLg
高度,こうど,"Altitude, height; advanced",vyuvbwEEViUbOc3Dj5d7
競馬,けいば,Horse racing,w03I8OueaNwQ2oahhV4Z
空っぽ,からっぽ,"Empty, vacant, hollow",w0VAzSByhvgB6lRg9hpa
功績,こうせき,"achievements, merit",w0q9NMCnrsxhwpfjaYzX
月末,げつまつ,End of the month,w1RXxBi2iQUrCMe9YrHo
ほんの～,ほんの～,mere,w6GNtWG0Xz91ojRVLqeY
明くる～,あくる～,The following,w7EgmauQW37U0ieYseGh
素直,すなお,"Obedient, meek, docile",w7cz7mdzOw1JRGLll9dG
やっつける,やっつける,"Attack, beat, finish off",w8MuiMDids9O2eXHSNnj
物騒,ぶっそう,"Dangerous, disturbed, insecure",wDMGAdymKkiyztV32p8c
タイア,タイア,Tire,wGVJBPug94ipdGervmlL
温泉,おんせん,Hot spring,wGompw0gmmaw9gja1QjM
掘る,ほる,"Dig, excavate",wMedAYd5IkD6Lo0fgfeY
対策,たいさく,Countermeasure,wNzLIj6pxPbCupx2RpfI
交差,こうさ,Cross,wQZD0ZHcURNbaU2cY5mo
目立つ,めだつ,stand out,wTh7xOtOgRk7MumUgQJd
性別,せいべつ,"Sex, gender",wULP4ppUpptN0uKca072
名～,めい～,Famous ~,wbVtHCqHHD1XGwM1mk1i
正方形,せいほうけい,Square,wcm22lCT1mqOiO9Pn393
上り,のぼり,"Uptrain, ascent",we694pInqnpoeNGqowPj
図々しい,ずうずうしい,"impudent, shameless",wm7a92We9RlTL4DR74dH
ずうっと,ずうっと,all the time,woXHRTR5VaOhHhtPh4Iv
当てはめる,あてはめる,"Apply, adapt",wvVfeiBL7hPU6zbbrIy3
言い出す,いいだす,"Start talking, suggest",wxwpMIMPOPkhoA3GvTNO
逃がす,にがす,"let loose, set free, let escape",wyRprMR31fOUsNGrZKaN
～業,～ぎょう,business type,x5DCee1FUMCv9AXOubJc
活躍,かつやく,activity,x6774iWX4SM56R8Ff2EM
洋品店,ようひんてん,Clothing store,x9J7gWCLy1YibAwus882
命ずる,めいずる,"command, appoint",x9JKTBQj5qKFATtMBReK
追いかける,おいかける,Chase,xA6fAxXtknleOzpbfxUF
売り切れ,うりきれ,Soldout,xBNrrA1fc81wosfWhOjH
商店,しょうてん,"Shop, business firm",xBc85HBPmlLKTSyF8W5Y
警備,けいび,"Security, Guard, Policing",xBqX3WinEA5Qi0PuZQWK
なんとも,なんとも,"Quite, not a bit, nothing",xCEQ5povK7jvqDkuOTN2
領事,りょうじ,Consul,xEwsx2grwXcKHAUS6FJM
腰掛け,こしかけ,"Seat, Bench",xGJG3HjFYV2nrIh62sUl
分布,ぶんぷ,Distribution,xGl1gMG4uFecM81lYes1
あくび,あくび,Yawn,xITnO0Ykc4DMZntyrZgy
朗らか(な),ほがらか(な),"Cheerful, merry, bright",xIXpnwU94rCyobiihsEF
青白い,あおじろい,Pale,xOt5iPEFXFpPcVxWGkeu
弟子,でし,"pupil, disciple, apprentice",xSPXoJYyb86GecUPuy6X
重ねる,かさねる,"Pile up, put something on another, heap up",xTkbnUXl9RBaRqIdDCYU
共産～,きょうさん～,communist ~,xUVYgQjDsPjPwEFn2DD7
～化,～か,-ization,xY573X1nQL9cXEjmlnbJ
プラットホーム,プラットホーム,Platform,xZQk0NpaL5JfwoRrSzOH
経度,けいど,longitude,xZy6TfUXfry9IHyiTSuR
翌～,よく～,The nextnɛkst/ ~,xcbTkGWDyFAaDHKWJE02
おかげさまで,おかげさまで,Thanks to you,xdESRTzqLtMD4N30FB9w
ミリ (メートル),ミリ (メートル),milli-,xen3ai7E9cMRt5dV2JdZ
坊さん,ぼうさん,"Buddhist priest, monk",xf70bS6w7aEJQ6oy1bIL
調節,ちょうせつ,"adjustment, regulation, control",xgxLPBp6kLL5aqsPHuZx
代名詞,だいめいし,Pronoun,xgxN8uIXnO6DUj103YLP
ためらう,ためらう,hesitate,xioGAV2wRAkuU7a5kZnX
物置,ものおき,Storage room,xjcJIYoTK20DWtTIci2K
一昨昨日,さきおととい,Three days ago.,xjunZZZJZwsdpT4PxU5J
日用品,にちようひん,daily necessities,xlELVLi5rRx2VlkoSV9t
のこぎり,のこぎり,saw,xm8LOIXyRzVhF9MOxZQI
部首,ぶしゅ,radical,xxEucwZrq3XBWeaXD92B
身分,みぶん,status,xzL8UNOLWfuh4bxn3pG9
～勝,～しょう,Victory count,y3JLedPVt5c8vHp1uDMN
俄,にわか,"Sudden, abrupt, unexpected",y4yGscbdlRhxmITMoThy
漸く,ようやく,"Finally, at last",y78Ul2aJFQyyaTjQQqRh
お待ちください,おまちください,Please wait a moment.,y7F86rgG6NikpKNXCFsv
実る,みのる,"bear fruit, ripen",y8YKY6j8O8OtkMqzTmMQ
～いち (にほんいち),～いち (にほんいち),No.1 ~,yDEu6f42zsFrOEDSQ4Sj
～紙,～し,Newspaper,yGXd3VZtc8uze4cCvyNj
そのため,そのため,"Therefore, for that reason",yL9HY4a3H8rinLNHjqDc
水素,すいそ,Hydrogen,yMKZsvlBEs47uCjIun81
習字,しゅうじ,Penmanship,yPtoXgQYZbmTRoAz0xpt
編集,へんしゅう,"editing, compilation, editorial",ySGWDcVBIvqGKlkM2G0c
塩辛い,しおからい,Salty,ySMnJWHUhHsHExMcxV7e
焦点,しょうてん,Focus,yTJGYXh8cH9CwBG6xcOt
先々週,せんせんしゅう,The week before last,yWAXozfcxe8Mg7RSJvxY
何しろ,なにしろ,"In any case, at any rate, anyhow, anyway, as you know, for you see, particularly",yWZt1oDu0DG88xIncQdH
上旬,じょうじゅん,First ten days of the month,yWbzpLhlE2bwVEl0TFIN
くっつける,くっつける,Attach,yWoh6882ddFVW3nwUKzz
随筆,ずいひつ,"Essays, miscellaneous writings",ygW7GA0z23GQaWAFa06E
～おしまい (おわり),～おしまい (おわり),end up ~,yhIRMMaUzG8ySWl96gJd
小遣い,こづかい,"Pocket money, allowance",yjvE5PhSUg8EeYXI1Qc3
診断,しんだん,diagnosis,ykEnLBEAyTeWPWyF1VsB
～条,～じょう,article,ymAsE3e8mARyQ86XuKS1
逆様,さかさま,Upside down,yoXTPwsM4SAPT1OS0ai6
目安,めやす,"Criterion, aim",ypHBI75tzoZbmIsSbiEK
花火,はなび,Fireworks,yrzhCEYwbUe6HS6DxXci
引っ繰り返る,ひっくりかえる,"overturn, topple over, reverse",ystax8G072z8FJvDlTFt
書道,しょどう,Calligraphy,yuHgONUV5d3aWGxFgWYq
寄せる,よせる,"collect, gather, put aside",yuOKZpWXgd78GITxjLbt
和～,わ～,Japanese-stylestaɪl/ˈstaɪl/,yysNaaaa3T6k7TqtHW8O
短所,たんしょ,"Shortcoming, defect, weak point",yzNNY6NLAMLzHTHhYkBi
響き,ひびき,"Echo, sound",z2TWT9liuk7kv9xh2KaP
～科,～か,"Family, group, course",z3GcnV4TAez8sUEHTaw5
センチ,センチ,centimeter,z5NfkaAuxJ1fmMdWIM8Z
しめる,しめる,get wet,z8H64sJU3xnPuaTpLO3w
驚かす,おどろかす,"Surprise, frighten",z8d4bGSNArY84B9PxRE7
未満,みまん,less than,zBFzW1MJNmOwzA9zdb2x
～家,～け,Specialist,zBTzLpQG2UfikTkR6BFF
埋める,うずめる,"bury, fill up",zFBJmPYh7eO0eQpOY3l6
前後,ぜんご,"front and back, before and after",zIYpnGgJIaUkQNxupXYQ
言付ける,ことづける,Leave a message,zKJC0lv7ppSOPqgzLsTJ
